STORE,UPC,_FREQ_,_STAT_,MOVE,category,SALE,OK,PRICE,QTY,date,acf_lag1,SaleDummy,SaleBS,Coupon,Buy,Simple,Move1,logMove1
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.99,1,06JUN1993,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,42,Soft Drinks,S,1,0.79,1,13JUN1993,-0.227812777,1,1,0,0,1,43,3.7612001157
86,4640055081,153,MEAN,28,Soft Drinks,S,1,0.89,1,20JUN1993,-0.227812777,1,1,0,0,1,29,3.36729583
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,27JUN1993,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,5,Soft Drinks,M,1,0.99,1,04JUL1993,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,21,Soft Drinks,S,1,0.89,1,11JUL1993,-0.227812777,1,1,0,0,1,22,3.0910424534
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,18JUL1993,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,24,Soft Drinks,M,1,0.99,1,25JUL1993,-0.227812777,0,0,0,0,0,25,3.2188758249
86,4640055081,153,MEAN,21,Soft Drinks,M,1,0.99,1,01AUG1993,-0.227812777,0,0,0,0,0,22,3.0910424534
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,08AUG1993,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,15AUG1993,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,18,Soft Drinks,S,1,0.89,1,22AUG1993,-0.227812777,1,1,0,0,1,19,2.9444389792
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.91,1,29AUG1993,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.99,1,05SEP1993,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,12SEP1993,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,19SEP1993,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,14,Soft Drinks,M,1,0.99,1,26SEP1993,-0.227812777,0,0,0,0,0,15,2.7080502011
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,03OCT1993,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,10OCT1993,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,17OCT1993,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,24OCT1993,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,9,Soft Drinks,M,1,0.99,1,31OCT1993,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,07NOV1993,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,0,Soft Drinks,M,0,0,1,14NOV1993,-0.227812777,0,0,0,0,0,1,0
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,21NOV1993,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,9,Soft Drinks,S,1,0.89,1,28NOV1993,-0.227812777,1,1,0,0,1,10,2.302585093
86,4640055081,153,MEAN,9,Soft Drinks,M,1,0.99,1,05DEC1993,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.99,1,12DEC1993,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,19DEC1993,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.75,1,26DEC1993,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,02JAN1994,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.99,1,09JAN1994,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,20,Soft Drinks,M,1,0.99,1,16JAN1994,-0.227812777,0,0,0,0,0,21,3.0445224377
86,4640055081,153,MEAN,13,Soft Drinks,S,1,0.89,1,23JAN1994,-0.227812777,1,1,0,0,1,14,2.6390573296
86,4640055081,153,MEAN,22,Soft Drinks,M,1,0.99,1,30JAN1994,-0.227812777,0,0,0,0,0,23,3.1354942159
86,4640055081,153,MEAN,25,Soft Drinks,M,1,0.89,1,06FEB1994,-0.227812777,0,0,0,0,0,26,3.258096538
86,4640055081,153,MEAN,22,Soft Drinks,M,1,0.99,1,13FEB1994,-0.227812777,0,0,0,0,0,23,3.1354942159
86,4640055081,153,MEAN,25,Soft Drinks,M,1,0.89,1,20FEB1994,-0.227812777,0,0,0,0,0,26,3.258096538
86,4640055081,153,MEAN,12,Soft Drinks,S,1,0.89,1,27FEB1994,-0.227812777,1,1,0,0,1,13,2.5649493575
86,4640055081,153,MEAN,14,Soft Drinks,S,1,0.98,1,06MAR1994,-0.227812777,1,1,0,0,1,15,2.7080502011
86,4640055081,153,MEAN,16,Soft Drinks,M,1,0.99,1,13MAR1994,-0.227812777,0,0,0,0,0,17,2.8332133441
86,4640055081,153,MEAN,12,Soft Drinks,S,1,0.89,1,20MAR1994,-0.227812777,1,1,0,0,1,13,2.5649493575
86,4640055081,153,MEAN,11,Soft Drinks,S,1,0.89,1,27MAR1994,-0.227812777,1,1,0,0,1,12,2.4849066498
86,4640055081,153,MEAN,17,Soft Drinks,M,1,0.99,1,03APR1994,-0.227812777,0,0,0,0,0,18,2.8903717579
86,4640055081,153,MEAN,26,Soft Drinks,S,1,0.7,1,10APR1994,-0.227812777,1,1,0,0,1,27,3.295836866
86,4640055081,153,MEAN,14,Soft Drinks,S,1,0.9,1,17APR1994,-0.227812777,1,1,0,0,1,15,2.7080502011
86,4640055081,153,MEAN,22,Soft Drinks,S,1,0.89,1,24APR1994,-0.227812777,1,1,0,0,1,23,3.1354942159
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,01MAY1994,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,20,Soft Drinks,S,1,0.89,1,08MAY1994,-0.227812777,1,1,0,0,1,21,3.0445224377
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,15MAY1994,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,28,Soft Drinks,S,1,0.89,1,22MAY1994,-0.227812777,1,1,0,0,1,29,3.36729583
86,4640055081,153,MEAN,17,Soft Drinks,S,1,0.98,1,29MAY1994,-0.227812777,1,1,0,0,1,18,2.8903717579
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,05JUN1994,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,12JUN1994,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,19JUN1994,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,26JUN1994,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,03JUL1994,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,7,Soft Drinks,M,1,0.99,1,10JUL1994,-0.227812777,0,0,0,0,0,8,2.0794415417
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,11SEP1994,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,3,Soft Drinks,M,1,0.99,1,18SEP1994,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,25SEP1994,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,5,Soft Drinks,M,1,0.99,1,02OCT1994,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,11,Soft Drinks,M,1,0.99,1,09OCT1994,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,3,Soft Drinks,M,1,0.99,1,16OCT1994,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,23OCT1994,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,5,Soft Drinks,M,1,0.99,1,30OCT1994,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,06NOV1994,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,1,Soft Drinks,M,1,0.99,1,13NOV1994,-0.227812777,0,0,0,0,0,2,0.6931471806
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,20NOV1994,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,27NOV1994,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,10,Soft Drinks,M,1,0.99,1,04DEC1994,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,17,Soft Drinks,S,1,0.89,1,11DEC1994,-0.227812777,1,1,0,0,1,18,2.8903717579
86,4640055081,153,MEAN,2,Soft Drinks,S,1,0.99,1,18DEC1994,-0.227812777,1,1,0,0,1,3,1.0986122887
86,4640055081,153,MEAN,3,Soft Drinks,M,1,0.95,1,25DEC1994,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,18,Soft Drinks,B,1,0.89,1,01JAN1995,-0.227812777,1,1,0,1,0,19,2.9444389792
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.99,1,08JAN1995,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,2,Soft Drinks,M,1,0.99,1,15JAN1995,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,3,Soft Drinks,M,1,0.95,1,22JAN1995,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,18,Soft Drinks,B,1,0.89,1,29JAN1995,-0.227812777,1,1,0,1,0,19,2.9444389792
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.99,1,05FEB1995,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,12FEB1995,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,4,Soft Drinks,M,1,0.99,1,19FEB1995,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,14,Soft Drinks,M,1,0.99,1,26FEB1995,-0.227812777,0,0,0,0,0,15,2.7080502011
86,4640055081,153,MEAN,16,Soft Drinks,M,1,0.99,1,05MAR1995,-0.227812777,0,0,0,0,0,17,2.8332133441
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.99,1,12MAR1995,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,19MAR1995,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,7,Soft Drinks,M,1,0.99,1,26MAR1995,-0.227812777,0,0,0,0,0,8,2.0794415417
86,4640055081,153,MEAN,6,Soft Drinks,M,1,0.99,1,02APR1995,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,09APR1995,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,5,Soft Drinks,S,1,0.89,1,16APR1995,-0.227812777,1,1,0,0,1,6,1.7917594692
86,4640055081,153,MEAN,9,Soft Drinks,M,1,0.99,1,23APR1995,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,15,Soft Drinks,S,1,0.89,1,30APR1995,-0.227812777,1,1,0,0,1,16,2.7725887222
86,4640055081,153,MEAN,14,Soft Drinks,M,1,0.99,1,07MAY1995,-0.227812777,0,0,0,0,0,15,2.7080502011
86,4640055081,153,MEAN,7,Soft Drinks,M,1,0.99,1,14MAY1995,-0.227812777,0,0,0,0,0,8,2.0794415417
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,21MAY1995,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,5,Soft Drinks,M,1,0.99,1,28MAY1995,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.92,1,04JUN1995,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,18,Soft Drinks,B,1,0.89,1,11JUN1995,-0.227812777,1,1,0,1,0,19,2.9444389792
86,4640055081,153,MEAN,8,Soft Drinks,M,1,0.99,1,18JUN1995,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,25JUN1995,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,12,Soft Drinks,M,1,0.99,1,02JUL1995,-0.227812777,0,0,0,0,0,13,2.5649493575
86,4640055081,153,MEAN,16,Soft Drinks,M,1,0.99,1,09JUL1995,-0.227812777,0,0,0,0,0,17,2.8332133441
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.99,1,16JUL1995,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,23JUL1995,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,9,Soft Drinks,M,1,0.99,1,30JUL1995,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,18,Soft Drinks,M,1,0.99,1,06AUG1995,-0.227812777,0,0,0,0,0,19,2.9444389792
86,4640055081,153,MEAN,8,Soft Drinks,M,1,1.01,1,13AUG1995,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,8,Soft Drinks,S,1,1.09,1,20AUG1995,-0.227812777,1,1,0,0,1,9,2.1972245773
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,27AUG1995,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,9,Soft Drinks,S,1,1.09,1,03SEP1995,-0.227812777,1,1,0,0,1,10,2.302585093
86,4640055081,153,MEAN,11,Soft Drinks,M,1,1.19,1,10SEP1995,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,1,Soft Drinks,M,1,1.19,1,17SEP1995,-0.227812777,0,0,0,0,0,2,0.6931471806
86,4640055081,153,MEAN,9,Soft Drinks,M,1,1.19,1,24SEP1995,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,01OCT1995,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,08OCT1995,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,5,Soft Drinks,M,1,1.19,1,15OCT1995,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.19,1,22OCT1995,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,29OCT1995,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.19,1,05NOV1995,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,13,Soft Drinks,S,1,1.09,1,12NOV1995,-0.227812777,1,1,0,0,1,14,2.6390573296
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.05,1,19NOV1995,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.19,1,26NOV1995,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,6,Soft Drinks,S,1,0.99,1,03DEC1995,-0.227812777,1,1,0,0,1,7,1.9459101491
86,4640055081,153,MEAN,2,Soft Drinks,B,1,0.79,1,10DEC1995,-0.227812777,1,1,0,1,0,3,1.0986122887
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.19,1,17DEC1995,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,11,Soft Drinks,M,1,1.19,1,24DEC1995,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,23,Soft Drinks,B,1,0.79,1,31DEC1995,-0.227812777,1,1,0,1,0,24,3.1780538303
86,4640055081,153,MEAN,21,Soft Drinks,B,1,0.79,1,07JAN1996,-0.227812777,1,1,0,1,0,22,3.0910424534
86,4640055081,153,MEAN,25,Soft Drinks,B,1,0.99,1,14JAN1996,-0.227812777,1,1,0,1,0,26,3.258096538
86,4640055081,153,MEAN,9,Soft Drinks,M,1,1.19,1,21JAN1996,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,6,Soft Drinks,M,1,1.19,1,28JAN1996,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,04FEB1996,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,7,Soft Drinks,M,1,1.19,1,11FEB1996,-0.227812777,0,0,0,0,0,8,2.0794415417
86,4640055081,153,MEAN,19,Soft Drinks,S,1,0.99,1,18FEB1996,-0.227812777,1,1,0,0,1,20,2.9957322736
86,4640055081,153,MEAN,19,Soft Drinks,M,1,1.19,1,25FEB1996,-0.227812777,0,0,0,0,0,20,2.9957322736
86,4640055081,153,MEAN,8,Soft Drinks,M,1,1.19,1,03MAR1996,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,11,Soft Drinks,S,1,0.99,1,10MAR1996,-0.227812777,1,1,0,0,1,12,2.4849066498
86,4640055081,153,MEAN,9,Soft Drinks,M,1,1.19,1,17MAR1996,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,16,Soft Drinks,S,1,0.99,1,24MAR1996,-0.227812777,1,1,0,0,1,17,2.8332133441
86,4640055081,153,MEAN,1,Soft Drinks,S,1,0.79,1,31MAR1996,-0.227812777,1,1,0,0,1,2,0.6931471806
86,4640055081,153,MEAN,25,Soft Drinks,B,1,0.99,1,07APR1996,-0.227812777,1,1,0,1,0,26,3.258096538
86,4640055081,153,MEAN,15,Soft Drinks,B,1,0.99,1,14APR1996,-0.227812777,1,1,0,1,0,16,2.7725887222
86,4640055081,153,MEAN,5,Soft Drinks,M,1,1.19,1,21APR1996,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,6,Soft Drinks,M,1,1.19,1,28APR1996,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,8,Soft Drinks,M,1,1.19,1,05MAY1996,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,7,Soft Drinks,M,1,1.19,1,12MAY1996,-0.227812777,0,0,0,0,0,8,2.0794415417
86,4640055081,153,MEAN,6,Soft Drinks,M,1,1.19,1,19MAY1996,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,10,Soft Drinks,M,1,1.19,1,26MAY1996,-0.227812777,0,0,0,0,0,11,2.3978952728
86,4640055081,153,MEAN,10,Soft Drinks,B,1,0.98,1,02JUN1996,-0.227812777,1,1,0,1,0,11,2.3978952728
86,4640055081,153,MEAN,20,Soft Drinks,B,1,0.91,1,09JUN1996,-0.227812777,1,1,0,1,0,21,3.0445224377
86,4640055081,153,MEAN,5,Soft Drinks,B,1,1.15,1,16JUN1996,-0.227812777,1,1,0,1,0,6,1.7917594692
86,4640055081,153,MEAN,11,Soft Drinks,S,1,0.99,1,23JUN1996,-0.227812777,1,1,0,0,1,12,2.4849066498
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.05,1,30JUN1996,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.19,1,07JUL1996,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,15,Soft Drinks,M,1,0.99,1,14JUL1996,-0.227812777,0,0,0,0,0,16,2.7725887222
86,4640055081,153,MEAN,13,Soft Drinks,M,1,0.99,1,21JUL1996,-0.227812777,0,0,0,0,0,14,2.6390573296
86,4640055081,153,MEAN,9,Soft Drinks,M,1,0.99,1,28JUL1996,-0.227812777,0,0,0,0,0,10,2.302585093
86,4640055081,153,MEAN,18,Soft Drinks,M,1,0.99,1,04AUG1996,-0.227812777,0,0,0,0,0,19,2.9444389792
86,4640055081,153,MEAN,8,Soft Drinks,B,1,0.88,1,11AUG1996,-0.227812777,1,1,0,1,0,9,2.1972245773
86,4640055081,153,MEAN,8,Soft Drinks,B,1,0.99,1,18AUG1996,-0.227812777,1,1,0,1,0,9,2.1972245773
86,4640055081,153,MEAN,37,Soft Drinks,B,1,0.63,1,25AUG1996,-0.227812777,1,1,0,1,0,38,3.6375861597
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.19,1,01SEP1996,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.19,1,08SEP1996,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,4,Soft Drinks,M,1,1.19,1,15SEP1996,-0.227812777,0,0,0,0,0,5,1.6094379124
86,4640055081,153,MEAN,13,Soft Drinks,S,1,0.99,1,22SEP1996,-0.227812777,1,1,0,0,1,14,2.6390573296
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.19,1,29SEP1996,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,17,Soft Drinks,B,1,0.89,1,06OCT1996,-0.227812777,1,1,0,1,0,18,2.8903717579
86,4640055081,153,MEAN,5,Soft Drinks,M,1,1.21,1,13OCT1996,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,11,Soft Drinks,B,1,1.07,1,20OCT1996,-0.227812777,1,1,0,1,0,12,2.4849066498
86,4640055081,153,MEAN,11,Soft Drinks,B,1,1.07,1,27OCT1996,-0.227812777,1,1,0,1,0,12,2.4849066498
86,4640055081,153,MEAN,24,Soft Drinks,B,1,0.9,1,03NOV1996,-0.227812777,1,1,0,1,0,25,3.2188758249
86,4640055081,153,MEAN,2,Soft Drinks,M,1,1.39,1,10NOV1996,-0.227812777,0,0,0,0,0,3,1.0986122887
86,4640055081,153,MEAN,23,Soft Drinks,S,1,1.09,1,17NOV1996,-0.227812777,1,1,0,0,1,24,3.1780538303
86,4640055081,153,MEAN,9,Soft Drinks,B,1,1.19,1,24NOV1996,-0.227812777,1,1,0,1,0,10,2.302585093
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.39,1,01DEC1996,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,3,Soft Drinks,M,1,1.39,1,08DEC1996,-0.227812777,0,0,0,0,0,4,1.3862943611
86,4640055081,153,MEAN,8,Soft Drinks,B,1,1.31,1,15DEC1996,-0.227812777,1,1,0,1,0,9,2.1972245773
86,4640055081,153,MEAN,27,Soft Drinks,S,1,1.29,1,22DEC1996,-0.227812777,1,1,0,0,1,28,3.3322045102
86,4640055081,153,MEAN,21,Soft Drinks,B,1,1.14,1,29DEC1996,-0.227812777,1,1,0,1,0,22,3.0910424534
86,4640055081,153,MEAN,41,Soft Drinks,B,1,0.99,1,05JAN1997,-0.227812777,1,1,0,1,0,42,3.7376696183
86,4640055081,153,MEAN,8,Soft Drinks,B,1,1.39,1,12JAN1997,-0.227812777,1,1,0,1,0,9,2.1972245773
86,4640055081,153,MEAN,31,Soft Drinks,S,1,1.29,1,19JAN1997,-0.227812777,1,1,0,0,1,32,3.4657359028
86,4640055081,153,MEAN,2,Soft Drinks,S,1,1.39,1,26JAN1997,-0.227812777,1,1,0,0,1,3,1.0986122887
86,4640055081,153,MEAN,11,Soft Drinks,M,1,1.39,1,02FEB1997,-0.227812777,0,0,0,0,0,12,2.4849066498
86,4640055081,153,MEAN,18,Soft Drinks,M,1,1.39,1,09FEB1997,-0.227812777,0,0,0,0,0,19,2.9444389792
86,4640055081,153,MEAN,18,Soft Drinks,M,1,1.39,1,16FEB1997,-0.227812777,0,0,0,0,0,19,2.9444389792
86,4640055081,153,MEAN,19,Soft Drinks,M,1,1.39,1,23FEB1997,-0.227812777,0,0,0,0,0,20,2.9957322736
86,4640055081,153,MEAN,9,Soft Drinks,B,1,1.39,1,02MAR1997,-0.227812777,1,1,0,1,0,10,2.302585093
86,4640055081,153,MEAN,8,Soft Drinks,M,1,1.39,1,09MAR1997,-0.227812777,0,0,0,0,0,9,2.1972245773
86,4640055081,153,MEAN,35,Soft Drinks,B,1,1,1,16MAR1997,-0.227812777,1,1,0,1,0,36,3.5835189385
86,4640055081,153,MEAN,28,Soft Drinks,B,1,0.99,1,23MAR1997,-0.227812777,1,1,0,1,0,29,3.36729583
86,4640055081,153,MEAN,28,Soft Drinks,B,1,0.99,1,30MAR1997,-0.227812777,1,1,0,1,0,29,3.36729583
86,4640055081,153,MEAN,6,Soft Drinks,M,1,1.04,1,06APR1997,-0.227812777,0,0,0,0,0,7,1.9459101491
86,4640055081,153,MEAN,60,Soft Drinks,S,1,1.09,1,13APR1997,-0.227812777,1,1,0,0,1,61,4.1108738642
86,4640055081,153,MEAN,5,Soft Drinks,M,1,1.33,1,20APR1997,-0.227812777,0,0,0,0,0,6,1.7917594692
86,4640055081,153,MEAN,38,Soft Drinks,B,1,1.19,1,27APR1997,-0.227812777,1,1,0,1,0,39,3.6635616461
